sub,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/examples/exampleHelpers.py,totalHardConstraintViolation,SQP,runSolversSQP,174,370,83
sub,[0. 0.],[0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,forward_dynamics,integrator,totalHardConstraintViolation,324,80,178
add,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,integrator,totalHardConstraintViolation,SQP,82,178,370
sub,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/examples/exampleHelpers.py,totalHardConstraintViolation,SQP,runSolversSQP,179,370,83
sub,[0. 0.],[0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,forward_dynamics,integrator,totalHardConstraintViolation,324,80,178
add,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,integrator,totalHardConstraintViolation,SQP,82,178,370
sub,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/examples/exampleHelpers.py,totalHardConstraintViolation,SQP,runSolversSQP,179,370,83
sub,[0. 0.],[0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,forward_dynamics,integrator,totalHardConstraintViolation,324,80,178
add,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,integrator,totalHardConstraintViolation,SQP,82,178,370
sub,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/examples/exampleHelpers.py,totalHardConstraintViolation,SQP,runSolversSQP,179,370,83
sub,[0. 0.],[0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,forward_dynamics,integrator,totalHardConstraintViolation,324,80,178
add,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,integrator,totalHardConstraintViolation,SQP,82,178,370
sub,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/examples/exampleHelpers.py,totalHardConstraintViolation,SQP,runSolversSQP,179,370,83
sub,[0. 0.],[0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,forward_dynamics,integrator,totalHardConstraintViolation,324,80,178
add,[0. 0. 0. 0.],[0. 0. 0. 0.],/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptPlant.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,/home/marguerite/Documents/lab/TrajoptMPCReference/TrajoptMPCReference.py,integrator,totalHardConstraintViolation,SQP,82,178,370
